*SOIL NITROGEN DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 03, 2016; 15:38:59

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0134 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS  NAPC  NI#M    NLCC   NIAD    NOAD   NITD   NHTD  NI1D  NI2D  NI3D  NI4D  NI5D  NI6D  NI7D  NI8D  NI9D  NI10  NH1D  NH2D  NH3D  NH4D  NH5D  NH6D  NH7D  NH8D  NH9D  NH10    NMNC    NITC    NDNC    NIMC    AMLC
 1989 228    16     1     1     0.0  108.6   16637   91.0   17.6   4.9  13.5  21.0  12.3   5.5   0.3   0.7   0.7   0.0   0.0   0.1   0.8   1.5   0.9   0.9  1.55  1.02  0.89  0.00  0.00    9.34   15.86    0.00    0.00    0.36
 1989 229    17     1     1     0.0  109.2   16636   91.9   17.3   5.2  13.5  21.1  12.3   5.6   0.3   0.7   0.7   0.0   0.0   0.1   0.7   1.4   0.9   0.9  1.55  1.00  0.87  0.00  0.00   10.00   16.82    0.00    0.00    0.36
 1989 230    18     1     1     0.0  109.9   16635   92.9   17.0   5.6  13.6  21.3  12.4   5.6   0.3   0.7   0.8   0.0   0.0   0.1   0.6   1.4   0.8   0.9  1.55  0.98  0.84  0.00  0.00   10.68   17.80    0.00    0.00    0.36
 1989 231    19     1     1     0.0  110.6   16635   93.9   16.7   5.9  13.7  21.4  12.5   5.7   0.4   0.8   0.8   0.0   0.0   0.1   0.6   1.4   0.8   0.8  1.55  0.96  0.82  0.00  0.00   11.39   18.80    0.00    0.00    0.39
 1989 232    20     1     1     0.0  111.3   16634   94.8   16.4   4.0  13.2  22.4  12.7   5.7   0.4   0.8   0.8   0.0   0.0   0.1   0.6   1.3   0.8   0.8  1.56  0.94  0.79  0.00  0.00   12.10   19.72    0.00    0.00    0.40
 1989 233    21     1     1     0.0  111.9   16633   95.3   16.6   3.8  13.0  22.4  13.1   5.8   0.4   0.8   0.8   0.0   0.0   0.2   0.7   1.4   0.8   0.8  1.56  0.92  0.77  0.00  0.00   12.77   20.24    0.00    0.00    0.42
 1989 234    22     1     1     0.1  112.4   16633   95.8   16.7   1.5   8.2  17.9  13.8   9.2   1.9   1.1   0.9   0.0   0.0   0.2   0.8   1.5   0.8   0.8  1.56  0.90  0.75  0.00  0.00   13.41   20.74    0.00    0.00    0.46
 1989 235    23     1     1     0.5  112.5   16632   95.5   17.1   1.6   8.0  17.5  13.4   9.2   2.1   1.1   0.9   0.0   0.0   0.2   0.8   1.6   0.8   0.8  1.58  0.91  0.74  0.00  0.00   13.98   20.87    0.00    0.00    0.50
 1989 236    24     1     1     0.7  112.7   16632   95.4   17.3   1.7   7.9  17.3  13.2   9.2   2.3   1.2   0.9   0.0   0.0   0.1   0.9   1.6   0.8   0.8  1.60  0.91  0.74  0.00  0.00   14.49   21.09    0.00    0.00    0.54
 1989 237    25     1     1     0.8  113.0   16631   95.5   17.5   1.9   8.0  17.1  13.0   9.2   2.3   1.2   1.0   0.0   0.0   0.1   0.8   1.7   0.8   0.9  1.61  0.92  0.73  0.00  0.00   14.96   21.40    0.07    0.00    0.54
 1989 238    26     1     1     0.9  113.3   16631   95.6   17.6   2.2   8.0  17.1  13.0   9.2   2.4   1.3   1.0   0.0   0.0   0.1   0.8   1.7   0.8   0.9  1.62  0.92  0.73  0.00  0.00   15.43   21.72    0.08    0.00    0.54
 1989 239    27     1     1     1.0  113.6   16630   96.0   17.6   2.5   8.0  17.2  12.9   9.1   2.4   1.3   1.0   0.0   0.0   0.1   0.7   1.7   0.9   0.9  1.64  0.92  0.73  0.00  0.00   15.89   22.18    0.11    0.00    0.54
 1989 240    28     1     1     1.0  113.9   16630   96.3   17.6   2.7   8.0  17.2  12.9   9.2   2.4   1.3   1.0   0.0   0.0   0.1   0.7   1.7   0.9   0.9  1.65  0.92  0.72  0.00  0.00   16.36   22.65    0.12    0.00    0.55
 1989 241    29     1     1     1.0  114.3   16629   96.7   17.6   3.0   8.0  17.3  13.0   9.2   2.4   1.3   1.0   0.0   0.0   0.1   0.7   1.6   0.9   0.9  1.66  0.93  0.72  0.00  0.00   16.83   23.11    0.14    0.00    0.55
 1989 242    30     1     1     1.0  114.7   16629   97.2   17.5   3.2   8.1  17.3  13.0   9.2   2.4   1.3   1.0   0.0   0.0   0.1   0.6   1.6   0.9   0.9  1.68  0.93  0.71  0.00  0.00   17.35   23.67    0.15    0.00    0.55
 1989 243    31     1     1     1.0  115.0   16628   97.5   17.5   2.0   7.2  17.3  13.7   9.5   2.5   1.3   1.0   0.0   0.0   0.1   0.6   1.5   0.9   0.9  1.69  0.93  0.71  0.00  0.00   17.90   24.26    0.16    0.00    0.56
 1989 244    32     1     1     1.1  115.1   16628   97.3   17.9   2.0   7.0  16.8  13.4   9.5   2.7   1.4   1.0   0.0   0.0   0.2   0.7   1.6   0.9   1.0  1.71  0.93  0.70  0.00  0.00   18.43   24.42    0.18    0.00    0.56
 1989 245    33     1     1     1.2  115.4   16627   97.2   18.1   2.2   6.9  16.6  13.2   9.6   2.8   1.4   1.1   0.0   0.0   0.1   0.8   1.7   0.9   1.0  1.72  0.93  0.70  0.00  0.00   18.97   24.68    0.20    0.00    0.56
 1989 246    34     1     1     1.3  115.7   16627   97.4   18.3   2.4   6.9  16.4  13.2   9.6   2.8   1.5   1.1   0.0   0.0   0.1   0.7   1.7   0.9   1.0  1.74  0.94  0.69  0.00  0.00   19.51   25.05    0.21    0.00    0.57
 1989 247    35     1     1     1.3  116.1   16626   97.8   18.3   2.7   6.9  16.5  13.1   9.6   2.8   1.5   1.1   0.0   0.0   0.1   0.7   1.7   0.9   1.0  1.75  0.94  0.69  0.00  0.00   20.03   25.58    0.22    0.00    0.57
 1989 248    36     1     1     1.3  116.3   16625   98.0   18.2   3.0   6.9  16.5  13.2   9.7   2.9   1.5   1.1   0.0   0.0   0.1   0.6   1.6   1.0   1.0  1.76  0.94  0.69  0.00  0.00   20.57   26.11    0.24    0.00    0.57
 1989 249    37     1     1     1.3  116.4   16625   98.1   18.2   2.5   7.1  16.5  13.2   9.7   2.9   1.5   1.1   0.0   0.0   0.1   0.6   1.6   1.0   1.0  1.78  0.94  0.68  0.00  0.00   21.12   26.65    0.25    0.00    0.57
 1989 250    38     1     1     1.3  116.4   16624   98.1   18.3   2.6   6.9  16.5  13.2   9.7   2.9   1.5   1.1   0.0   0.0   0.1   0.7   1.5   1.0   1.0  1.79  0.94  0.68  0.00  0.00   21.67   27.06    0.26    0.00    0.58
 1989 251    39     1     1     1.3  116.7   16624   98.4   18.3   2.8   7.0  16.5  13.3   9.7   2.9   1.5   1.1   0.0   0.0   0.1   0.7   1.5   1.0   1.1  1.80  0.94  0.67  0.00  0.00   22.23   27.68    0.27    0.00    0.58
 1989 252    40     1     1     1.3  116.9   16623   98.7   18.2   3.0   7.0  16.5  13.3   9.7   2.9   1.5   1.1   0.0   0.0   0.1   0.6   1.4   0.9   1.1  1.82  0.95  0.67  0.00  0.00   22.76   28.25    0.28    0.00    0.58
 1989 253    41     1     1     1.3  117.3   16623   99.1   18.2   3.3   7.0  16.5  13.4   9.7   2.9   1.5   1.1   0.0   0.0   0.1   0.6   1.4   0.9   1.1  1.83  0.95  0.67  0.00  0.00   23.25   28.78    0.29    0.00    0.59
 1989 254    42     1     1     1.3  117.4   16622   99.3   18.1   3.4   7.1  16.4  13.4   9.7   2.9   1.5   1.1   0.0   0.0   0.1   0.6   1.4   0.9   1.1  1.84  0.95  0.66  0.00  0.00   23.76   29.30    0.30    0.00    0.59
 1989 255    43     1     1     1.3  117.6   16622   99.5   18.1   3.2   7.2  16.3  13.5   9.8   2.9   1.6   1.2   0.0   0.0   0.2   0.6   1.4   0.9   1.1  1.86  0.95  0.66  0.00  0.00   24.28   29.80    0.30    0.00    0.59
 1989 256    44     1     1     1.3  117.7   16621   99.6   18.1   3.4   7.3  16.2  13.5   9.8   2.9   1.6   1.2   0.0   0.0   0.1   0.6   1.3   0.9   1.1  1.87  0.95  0.66  0.00  0.00   24.80   30.35    0.31    0.00    0.59
 1989 257    45     1     1     1.3  117.7   16621   99.6   18.1   3.5   7.3  16.1  13.6   9.8   2.9   1.6   1.2   0.0   0.0   0.1   0.5   1.3   0.8   1.1  1.88  0.95  0.65  0.00  0.00   25.32   30.88    0.32    0.00    0.60
 1989 258    46     1     1     1.3  117.6   16620   99.5   18.0   3.6   7.3  15.9  13.6   9.8   2.9   1.6   1.2   0.0   0.0   0.1   0.5   1.3   0.8   1.1  1.90  0.96  0.65  0.00  0.00   25.84   31.38    0.33    0.00    0.60
 1989 259    47     1     1     1.3  117.1   16620   99.1   18.0   3.6   7.2  15.6  13.6   9.8   2.9   1.6   1.2   0.0   0.0   0.1   0.5   1.2   0.8   1.2  1.91  0.96  0.64  0.00  0.00   26.33   31.86    0.33    0.00    0.61
 1989 260    48     1     1     1.3  117.3   16619   99.3   18.0   3.7   7.2  15.6  13.7   9.8   2.9   1.6   1.2   0.0   0.0   0.1   0.5   1.2   0.8   1.2  1.92  0.96  0.64  0.00  0.00   26.82   32.33    0.34    0.00    0.61
 1989 261    49     1     1     1.3  116.9   16619   98.9   18.0   3.8   7.2  15.3  13.7   9.9   2.9   1.6   1.2   0.0   0.0   0.1   0.5   1.2   0.8   1.2  1.94  0.96  0.64  0.00  0.00   27.31   32.80    0.34    0.00    0.61
 1989 262    50     1     1     1.3  116.7   16618   98.7   17.9   3.9   7.1  15.1  13.7   9.9   2.9   1.6   1.2   0.0   0.0   0.1   0.5   1.2   0.8   1.1  1.95  0.96  0.63  0.00  0.00   27.82   33.36    0.34    0.00    0.61
 1989 263    51     1     1     1.3  116.3   16618   98.4   17.9   4.0   7.1  14.8  13.6  10.0   2.9   1.6   1.2   0.0   0.0   0.1   0.5   1.2   0.8   1.1  1.96  0.96  0.63  0.00  0.00   28.38   33.96    0.35    0.00    0.62
 1989 264    52     1     1     1.3  115.4   16617   97.6   17.8   4.0   7.0  14.4  13.6  10.0   2.9   1.6   1.2   0.0   0.0   0.1   0.5   1.1   0.7   1.1  1.97  0.96  0.63  0.00  0.00   28.98   34.60    0.35    0.00    0.62
 1989 265    53     1     1     1.3  114.6   16616   96.9   17.7   2.2   6.3  14.6  13.8  10.1   2.9   1.6   1.2   0.0   0.0   0.1   0.5   1.1   0.7   1.0  1.99  0.97  0.62  0.00  0.00   29.62   35.29    0.36    0.00    0.62
 1989 266    54     1     1     1.3  114.3   16616   96.3   18.0   1.1   4.6  12.1  12.9  11.4   4.0   2.0   1.3   0.0   0.0   0.2   0.6   1.2   0.7   1.0  2.00  0.97  0.62  0.00  0.00   30.27   35.57    0.36    0.00    0.62
 1989 267    55     1     1     1.9  113.0   16615   94.6   18.4   1.1   4.4  11.4  12.2  11.1   4.2   2.2   1.4   0.0   0.0   0.2   0.7   1.3   0.8   1.0  2.02  0.97  0.62  0.00  0.00   30.88   35.71    0.44    0.00    0.67
 1989 268    56     1     1     2.3  112.0   16615   93.3   18.7   1.2   4.2  11.0  11.8  11.0   4.3   2.3   1.5   0.0   0.0   0.1   0.8   1.3   0.8   1.1  2.03  0.98  0.62  0.00  0.00   31.44   35.96    0.48    0.00    0.67
 1989 269    57     1     1     2.5  111.2   16614   92.4   18.8   1.3   4.2  10.6  11.5  10.9   4.3   2.3   1.5   0.0   0.0   0.1   0.7   1.4   0.8   1.1  2.05  0.98  0.61  0.00  0.00   31.94   36.29    0.51    0.00    0.67
 1989 270    58     1     1     2.6  111.5   16614   92.7   18.8   1.5   4.2  10.7  11.5  10.8   4.3   2.3   1.5   0.0   0.0   0.1   0.7   1.3   0.8   1.1  2.06  0.98  0.61  0.00  0.00   32.38   36.69    0.54    0.00    0.68
 1989 271    59    57     2     2.6  167.7   16613  121.0   46.7  52.1   4.3  10.8  11.5  10.8   4.3   2.4   1.5   0.0   0.0  50.3   0.6   1.3   0.8   1.1  2.07  0.98  0.61  0.00  0.00   32.78   37.07    0.57    0.00    0.80
 1989 272    60    57     2     2.6  167.5   16613  135.2   32.3  77.4   4.4  10.8  11.5  10.8   4.3   2.4   1.5   0.0   0.0  24.4   0.6   1.3   0.9   1.1  2.08  0.98  0.60  0.00  0.00   33.19   51.55    0.58    0.00    0.87
 1989 273    61   115     3     2.6  224.8   16612  171.3   53.5 142.6   4.4  10.7  11.5  10.8   4.3   2.4   1.5   0.0   0.0  62.6   0.6   1.3   0.8   1.1  2.09  0.98  0.60  0.00  0.00   33.62   59.51    0.59    0.00    0.95
 1989 274    62   115     3     2.6  224.3   16612  193.3   31.0 181.8   4.5  10.7  11.5  10.9   4.3   2.4   1.6   0.0   0.0  22.0   0.6   1.3   0.8   1.1  2.11  0.99  0.60  0.00  0.00   34.10   82.14    0.61    0.00    1.01
 1989 275    63   115     3     2.6  223.0   16611  201.3   21.6 196.2   4.6  10.6  11.5  10.9   4.4   2.4   1.6   0.0   0.0   5.2   0.6   1.2   0.8   1.1  2.12  0.99  0.60  0.00  0.00   34.63   91.78    0.62    0.00    1.05
 1989 276    64   115     3     2.6  222.1   16611  203.0   19.1 199.0   4.6  10.6  11.5  10.9   4.4   2.4   1.6   0.0   0.0   0.7   0.5   1.2   0.8   1.1  2.13  0.99  0.59  0.00  0.00   35.21   94.81    0.63    0.00    1.08
 1989 277    65   115     3     2.6  219.7   16610  201.0   18.8 195.6   4.7  10.5  11.4  10.9   4.4   2.4   1.6   0.0   0.0   0.1   0.5   1.2   0.8   1.2  2.14  0.99  0.59  0.00  0.00   35.82   95.70    0.64    0.00    1.11
 1989 278    66   115     3     2.6  218.0   16610  199.2   18.7 192.5   4.8  10.4  11.4  10.9   4.4   2.4   1.6   0.0   0.0   0.1   0.5   1.2   0.8   1.2  2.16  0.99  0.59  0.00  0.00   36.43   96.29    0.65    0.00    1.14
 1989 279    67   115     3     2.6  215.9   16609  197.2   18.6 188.9   4.8  10.3  11.3  10.9   4.4   2.4   1.6   0.0   0.0   0.1   0.5   1.2   0.7   1.1  2.17  0.99  0.58  0.00  0.00   37.05   96.96    0.65    0.00    1.16
 1989 280    68   115     3     2.6  214.1   16608  195.6   18.5 186.0   4.9  10.3  11.3  11.0   4.4   2.4   1.6   0.0   0.0   0.1   0.5   1.1   0.7   1.1  2.18  0.99  0.58  0.00  0.00   37.65   97.63    0.66    0.00    1.17
 1989 281    69   115     3     2.6  212.4   16608  193.9   18.4 182.5   5.2  10.2  11.2  11.0   4.4   2.4   1.6   0.0   0.0   0.1   0.4   1.1   0.7   1.1  2.20  0.99  0.58  0.00  0.00   38.25   98.27    0.67    0.00    1.19
 1989 282    70   115     3     2.6  210.2   16607  191.9   18.3 179.0   5.3  10.1  11.2  11.0   4.4   2.5   1.6   0.0   0.0   0.1   0.4   1.1   0.7   1.0  2.21  1.00  0.58  0.00  0.00   38.83   98.90    0.67    0.00    1.21
 1989 283    71   115     3     2.6  207.7   16607  189.5   18.3 175.2   5.3  10.0  11.1  10.9   4.4   2.5   1.6   0.0   0.0   0.1   0.4   1.1   0.7   1.0  2.22  1.00  0.57  0.00  0.00   39.39   99.50    0.68    0.00    1.21
 1989 284    72   115     3     2.6  206.2   16606  188.0   18.2 172.7   5.3  10.0  11.1  10.9   4.4   2.5   1.6   0.0   0.0   0.1   0.4   1.1   0.7   1.0  2.23  1.00  0.57  0.00  0.00   39.93  100.09    0.69    0.00    1.21
 1989 285    73   115     3     2.6  204.3   16606  186.2   18.1  77.4  46.2  13.4  11.0  10.9   4.4   2.5   1.6   0.0   0.0   0.1   0.4   1.0   0.7   0.9  2.25  1.00  0.57  0.00  0.00   40.44  100.64    0.69    0.00    1.22
 1989 286    74   115     3     2.6  203.0   16605  184.8   18.2  75.8  44.6  14.2  11.0  10.9   4.4   2.5   1.6   0.0   0.0   0.2   0.5   1.0   0.7   0.9  2.26  1.00  0.56  0.00  0.00   40.99  101.04    0.70    0.00    1.22
 1989 287    75   115     3     2.6  202.1   16605  183.8   18.3  75.0  43.8  14.4  11.0  10.9   4.4   2.5   1.6   0.0   0.0   0.1   0.6   1.0   0.7   0.9  2.27  1.00  0.56  0.00  0.00   41.52  101.50    0.70    0.00    1.22
 1989 288    76   115     3     2.6  199.5   16604  181.2   18.3  73.3  42.8  14.2  11.0  10.8   4.4   2.5   1.6   0.0   0.0   0.1   0.5   1.0   0.7   0.9  2.28  1.00  0.56  0.00  0.00   42.04  102.02    0.71    0.00    1.22
 1989 289    77   115     3     2.6  196.6   16604  178.4   18.2  71.5  41.7  13.9  10.9  10.8   4.4   2.5   1.7   0.0   0.0   0.1   0.5   1.0   0.6   0.9  2.29  1.00  0.56  0.00  0.00   42.57  102.55    0.71    0.00    1.23
 1989 290    78   115     3     2.6  193.2   16603  175.0   18.2  69.6  40.4  13.5  10.8  10.7   4.4   2.5   1.7   0.0   0.0   0.1   0.5   1.0   0.6   0.8  2.31  1.00  0.55  0.00  0.00   43.11  103.07    0.72    0.00    1.23
 1989 291    79   115     3     2.6  191.8   16603  173.6   18.2  68.8  39.7  13.4  10.8  10.7   4.5   2.5   1.7   0.0   0.0   0.1   0.5   1.0   0.6   0.8  2.32  1.00  0.55  0.00  0.00   43.66  103.62    0.72    0.00    1.23
 1989 292    80   115     3     2.6  188.6   16602  170.5   18.1  66.9  38.5  13.1  10.7  10.6   4.5   2.5   1.7   0.0   0.0   0.1   0.5   1.0   0.6   0.8  2.33  1.01  0.55  0.00  0.00   44.23  104.19    0.73    0.00    1.24
 1989 293    81   115     3     2.6  184.3   16601  166.2   18.1  64.5  36.9  12.7  10.6  10.5   4.5   2.6   1.7   0.0   0.0   0.1   0.5   1.0   0.6   0.8  2.34  1.01  0.55  0.00  0.00   44.79  104.77    0.73    0.00    1.24
 1989 294    82   115     3     2.6  179.9   16601  162.0   18.0  62.1  35.3  12.2  10.4  10.4   4.5   2.6   1.7   0.0   0.0   0.1   0.5   1.0   0.6   0.8  2.35  1.01  0.55  0.00  0.00   45.36  105.36    0.73    0.00    1.24
 1989 295    83   115     3     2.6  176.9   16600  159.1   17.8  28.0  43.1  16.8  10.4  10.3   4.5   2.6   1.7   0.0   0.0   0.1   0.4   1.0   0.6   0.7  2.34  1.01  0.54  0.00  0.00   45.92  106.03    0.74    0.00    1.24
 1989 296    84   115     3     2.6  171.4   16600  153.6   17.9  26.3  40.2  16.4  10.2  10.0   4.5   2.6   1.7   0.0   0.0   0.2   0.6   0.9   0.6   0.7  2.32  1.01  0.54  0.00  0.00   46.61  106.57    0.74    0.00    1.25
 1989 297    85   115     3     2.6  166.5   16599  148.9   17.6  25.2  37.8  15.9  10.1   9.9   4.5   2.6   1.7   0.0   0.0   0.1   0.5   0.9   0.6   0.7  2.31  1.01  0.54  0.00  0.00   47.34  107.43    0.74    0.00    1.25
 1989 298    86   115     3     2.7  165.8   16598  148.2   17.6   9.0  25.5  21.4  14.1  12.2   4.6   2.6   1.7   0.0   0.0   0.1   0.5   0.9   0.6   0.7  2.30  1.01  0.54  0.00  0.00   48.05  108.18    0.74    0.00    1.25
 1989 299    87   115     3     3.4  162.2   16598  144.2   18.0   3.8  16.9  19.9  14.2  12.6   6.2   3.6   2.2   0.0   0.0   0.2   0.6   1.0   0.6   0.7  2.29  1.01  0.53  0.00  0.00   48.75  108.34    0.74    0.00    1.25
 1989 300    88   115     3     4.4  156.6   16597  138.3   18.3   3.5  15.7  18.4  13.4  12.0   6.2   3.7   2.3   0.0   0.0   0.3   0.7   1.1   0.6   0.7  2.29  1.02  0.53  0.00  0.00   49.42  108.49    0.78    0.00    1.29
 1989 301    89   115     3     4.9  151.9   16596  133.4   18.5   3.6  14.7  17.3  13.0  11.7   6.1   3.7   2.3   0.0   0.0   0.1   0.8   1.2   0.6   0.8  2.28  1.02  0.53  0.00  0.00   50.07  108.81    0.80    0.00    1.29
 1989 302    90   115     3     5.1  147.4   16596  129.1   18.3   3.7  13.8  16.3  12.7  11.4   6.0   3.7   2.3   0.0   0.0   0.1   0.7   1.1   0.6   0.8  2.27  1.03  0.53  0.00  0.00   50.69  109.40    0.82    0.00    1.32
 1989 303    91   115     3     5.2  142.0   16595  124.0   18.0   3.6  12.7  15.0  12.3  11.1   5.8   3.7   2.3   0.0   0.0   0.1   0.7   1.1   0.6   0.7  2.24  1.03  0.53  0.00  0.00   51.34  110.04    0.84    0.00    1.34
 1989 304    92   115     3     5.3  139.9   16594  122.1   17.9   3.7  12.3  14.5  12.2  11.0   5.8   3.7   2.3   0.0   0.0   0.1   0.6   1.1   0.6   0.7  2.24  1.03  0.53  0.00  0.00   52.00  110.67    0.86    0.00    1.36
 1989 305    93   115     3     5.3  133.9   16594  116.4   17.6   3.5  11.1  13.2  11.7  10.7   5.6   3.7   2.4   0.0   0.0   0.1   0.6   1.0   0.6   0.7  2.21  1.03  0.53  0.00  0.00   52.66  111.30    0.87    0.00    1.38
 1989 306    94   115     3     5.3  123.6   16593  106.5   17.1   3.1   9.2  10.9  11.0  10.0   5.4   3.8   2.4   0.0   0.0   0.1   0.5   0.9   0.6   0.7  2.14  1.03  0.53  0.00  0.00   53.33  111.91    0.87    0.00    1.40
 1989 307    95   115     3     5.3  121.1   16593  104.1   17.0   1.2   5.9  10.2  11.5  11.1   5.4   3.8   2.4   0.0   0.0   0.1   0.5   0.9   0.6   0.7  2.13  1.03  0.52  0.00  0.00   53.97  112.47    0.88    0.00    1.41
 1989 308    96   115     3     5.8  116.0   16592   99.0   17.1   1.1   5.3   9.2  10.6  10.4   5.4   3.9   2.5   0.0   0.0   0.2   0.6   1.0   0.6   0.7  2.07  1.03  0.52  0.00  0.00   54.57  112.61    0.89    0.00    1.43
 1989 309    97   115     3     5.9  107.3   16591   90.5   16.8   1.0   4.4   7.5   9.6   9.6   5.1   3.9   2.5   0.0   0.0   0.1   0.7   1.0   0.7   0.7  1.99  1.03  0.52  0.00  0.00   55.19  112.86    0.90    0.00    1.46
 1989 310    98   115     3     5.9  100.8   16591   84.5   16.3   0.9   3.7   6.3   9.0   9.0   4.8   3.9   2.5   0.0   0.0   0.1   0.6   0.9   0.6   0.7  1.93  1.03  0.52  0.00  0.00   55.82  113.44    0.90    0.00    1.48
 1989 311    99   115     3     5.9   94.6   16590   78.8   15.8   0.8   3.1   5.2   8.3   8.5   4.6   3.9   2.5   0.0   0.0   0.1   0.6   0.9   0.6   0.7  1.86  1.03  0.52  0.00  0.00   56.46  114.08    0.91    0.00    1.50
 1989 312   100   115     3     5.9   91.7   16590   76.1   15.6   0.9   2.9   4.6   8.0   8.2   4.5   4.0   2.5   0.0   0.0   0.1   0.6   0.9   0.6   0.7  1.81  1.04  0.51  0.00  0.00   57.14  114.71    0.91    0.00    1.52
 1989 313   101   115     3     5.9   84.4   16589   69.4   15.0   0.8   2.2   3.5   7.3   7.5   4.2   4.0   2.5   0.0   0.0   0.1   0.5   0.8   0.6   0.6  1.72  1.04  0.51  0.00  0.00   57.85  115.37    0.91    0.00    1.52
 1989 314   102   115     3     5.9   77.6   16588   63.1   14.5   0.7   1.7   2.5   6.5   6.7   3.9   4.0   2.5   0.0   0.0   0.1   0.5   0.7   0.6   0.6  1.62  1.04  0.51  0.00  0.00   58.59  116.06    0.91    0.00    1.52
 1989 315   103   115     3     5.9   71.8   16588   57.8   14.0   0.6   1.3   1.8   5.8   6.1   3.6   4.0   2.5   0.0   0.0   0.1   0.5   0.7   0.6   0.6  1.53  1.04  0.51  0.00  0.00   59.36  116.76    0.92    0.00    1.52
 1989 316   104   115     3     5.9   71.5   16587   57.5   14.0   0.4   1.1   1.8   5.8   6.2   3.6   4.0   2.6   0.0   0.0   0.1   0.5   0.8   0.6   0.6  1.52  1.04  0.51  0.00  0.00   60.11  117.43    0.92    0.00    1.52
 1989 317   105   115     3     5.9   69.7   16586   55.5   14.2   0.2   0.8   1.6   4.7   6.3   3.7   4.0   2.6   0.0   0.0   0.2   0.6   0.9   0.6   0.6  1.48  1.04  0.50  0.00  0.00   60.84  117.69    0.92    0.00    1.52
 1989 318   106   115     3     6.5   63.9   16586   49.9   14.0   0.3   0.6   1.2   3.9   5.4   3.3   4.0   2.7   0.0   0.0   0.3   0.7   0.9   0.6   0.6  1.37  1.04  0.50  0.00  0.00   61.54  117.85    0.93    0.00    1.53
 1989 319   107   115     3     6.6   59.1   16585   45.4   13.6   0.6   0.5   0.8   3.3   4.6   3.0   4.0   2.7   0.0   0.0   0.1   0.7   0.9   0.6   0.6  1.28  1.04  0.50  0.00  0.00   62.22  118.25    0.93    0.00    1.53
 1989 320   108   115     3     6.6   54.2   16584   41.4   12.8   0.5   0.5   0.6   2.8   4.0   2.7   3.9   2.7   0.0   0.0   0.1   0.6   0.8   0.6   0.6  1.20  1.03  0.50  0.00  0.00   62.90  118.90    0.93    0.00    1.53
 1989 321   109   115     3     6.6   49.6   16584   37.4   12.2   0.4   0.4   0.4   2.3   3.4   2.4   3.8   2.7   0.0   0.0   0.1   0.5   0.7   0.6   0.6  1.12  1.01  0.50  0.00  0.00   63.58  119.50    0.94    0.00    1.53
 1989 322   110   115     3     6.6   45.4   16583   33.7   11.7   0.4   0.4   0.3   1.9   2.9   2.1   3.5   2.7   0.0   0.0   0.1   0.5   0.6   0.6   0.6  1.05  0.98  0.49  0.00  0.00   64.30  120.09    0.94    0.00    1.54
 1989 323   111   115     3     6.6   41.1   16582   30.0   11.2   0.4   0.4   0.3   1.6   2.4   1.8   3.2   2.7   0.0   0.0   0.1   0.5   0.6   0.6   0.6  0.97  0.93  0.49  0.00  0.00   65.08  120.72    0.94    0.00    1.54
