*PLANT C OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 23, 2016; 20:22:29

*RUN   1        : UYSB                    
 MODEL          : CRGRO040 - Soybean         
 EXPERIMENT     : UYSB0398 SB    late to create DSS                             
 TREATMENT  1   : UYSB                    

@YEAR DOY   DAS   DAP   TWAD    PHAD    CMAD    CGRD    GRAD    MRAD    CHAD   CL%D   CS%D   TGNN   TGAV    GN%D    GL%D    GC%D
 2003 273    41    38     27    0.36    0.00    0.23    0.08    0.02    0.00    3.6    7.3   19.8   14.9    0.00    0.00    0.00
 2003 274    42    39     29    0.42    0.00    0.26    0.09    0.03    0.00    3.6    7.3   24.3   18.4    0.00    0.00    0.00
 2003 275    43    40     31    0.35    0.00    0.22    0.07    0.02    0.00    3.6    7.3   21.3   17.6    0.00    0.00    0.00
 2003 276    44    41     32    0.21    0.00    0.13    0.05    0.02    0.00    3.6    7.2   19.7   16.4    0.00    0.00    0.00
 2003 277    45    42     34    0.24    0.00    0.14    0.05    0.02    0.00    3.6    7.2   18.9   17.8    0.00    0.00    0.00
 2003 278    46    43     36    0.44    0.00    0.27    0.09    0.03    0.00    3.5    7.1   22.5   19.5    0.00    0.00    0.00
 2003 279    47    44     40    0.61    0.00    0.38    0.13    0.03    0.00    3.6    7.2   19.3   16.3    0.00    0.00    0.00
 2003 280    48    45     45    0.78    0.00    0.50    0.16    0.04    0.00    3.6    7.2   22.1   17.5    0.00    0.00    0.00
 2003 281    49    46     48    0.57    0.00    0.35    0.11    0.05    0.00    3.5    7.2   25.2   21.2    0.00    0.00    0.00
 2003 282    50    47     54    0.98    0.00    0.62    0.19    0.06    0.00    3.5    7.3   21.8   18.2    0.00    0.00    0.00
 2003 283    51    48     56    0.39    0.00    0.24    0.09    0.01    0.00    3.5    7.3   12.6   10.4    0.00    0.00    0.00
 2003 284    52    49     60    0.58    0.00    0.37    0.13    0.02    0.00    3.6    7.3   13.4    9.4    0.00    0.00    0.00
 2003 285    53    50     64    0.64    0.00    0.41    0.14    0.02    0.00    3.6    7.3   14.3    9.6    0.00    0.00    0.00
 2003 286    54    51     70    0.89    0.00    0.56    0.19    0.03    0.00    3.6    7.4   17.7   12.0    0.00    0.00    0.00
 2003 287    55    52     78    1.29    0.00    0.81    0.27    0.07    0.00    3.6    7.4   22.2   16.2    0.00    0.00    0.00
 2003 288    56    53     87    1.62    0.00    1.02    0.33    0.10    0.00    3.6    7.4   24.2   19.0    0.00    0.00    0.00
 2003 289    57    54     99    1.86    0.01    1.15    0.37    0.15    0.00    3.6    7.4   28.0   21.6    0.00    0.00    0.00
 2003 290    58    55    110    1.87    0.01    1.15    0.36    0.17    0.00    3.5    7.4   28.2   23.2    0.00    0.00    0.00
 2003 291    59    56    120    1.84    0.01    1.09    0.36    0.21    0.00    3.5    7.3   30.8   25.8    0.00    0.00    0.00
 2003 292    60    57    134    2.22    0.01    1.40    0.44    0.14    0.00    3.5    7.3   22.5   19.1    0.00    0.00    0.00
 2003 293    61    58    141    1.26    0.01    0.79    0.26    0.08    0.00    3.5    7.3   19.7   16.1    0.00    0.00    0.00
 2003 294    62    59    157    2.56    0.01    1.63    0.52    0.15    0.00    3.5    7.3   21.8   17.7    0.00    0.00    0.00
 2003 295    63    60    174    2.73    0.01    1.74    0.55    0.15    0.00    3.5    7.3   21.9   16.5    0.00    0.00    0.00
 2003 296    64    61    194    3.39    0.01    2.06    0.74    0.22    0.00    3.5    7.3   24.8   19.0    0.00    0.00    0.00
 2003 297    65    62    214    3.57    0.02    2.11    0.75    0.34    0.00    3.5    7.3   29.4   23.3    0.00    0.00    0.00
 2003 298    66    63    229    2.63    0.02    1.56    0.55    0.25    0.00    3.5    7.2   24.1   22.0    0.00    0.00    0.00
 2003 299    67    64    256    4.53    0.02    2.75    0.97    0.32    0.00    3.5    7.2   24.2   20.2    0.00    0.00    0.00
 2003 300    68    65    282    4.28    0.01    2.66    0.94    0.19    0.00    3.5    7.2   19.0   14.5    0.00    0.00    0.00
 2003 301    69    66    315    5.36    0.01    3.31    1.17    0.28    0.00    3.6    7.2   21.6   16.3    0.00    0.00    0.00
 2003 302    70    67    355    6.76    0.02    4.14    1.47    0.41    0.00    3.6    7.3   24.1   18.5    0.00    0.00    0.00
 2003 303    71    68    401    7.90    0.03    4.71    1.66    0.71    0.00    3.6    7.2   29.1   23.5    0.00    0.00    0.00
 2003 304    72    69    422    3.63    0.02    2.22    0.79    0.22    0.00    3.6    7.2   18.7   15.7    0.00    0.00    0.00
 2003 305    73    70    460    6.13    0.01    3.84    1.36    0.25    0.00    3.6    7.2   17.1   13.3    0.00    0.00    0.00
 2003 306    74    71    499    6.34    0.01    3.98    1.41    0.24    0.00    3.6    7.3   17.8   12.2    0.00    0.00    0.00
 2003 307    75    72    544    7.22    0.02    4.52    1.60    0.30    0.00    3.6    7.3   18.9   13.1    0.00    0.00    0.00
 2003 308    76    73    596    8.54    0.03    5.29    1.88    0.44    0.00    3.6    7.3   20.5   15.9    0.00    0.00    0.00
 2003 309    77    74    662   10.98    0.04    6.78    2.39    0.65    0.00    3.6    7.3   22.7   17.8    0.00    0.00    0.00
 2003 310    78    75    736   12.52    0.05    7.60    2.71    0.89    0.00    3.6    7.3   24.7   20.0    0.00    0.00    0.00
 2003 311    79    76    818   13.91    0.06    8.37    2.98    1.09    0.03    3.6    7.3   26.0   21.3    0.00    0.00    0.00
 2003 312    80    77    899   13.93    0.07    8.23    2.95    1.24    0.08    3.7    7.5   27.6   22.3    0.00    0.00    0.00
 2003 313    81    78    974   13.31    0.08    7.73    2.76    1.37    0.13    3.7    7.7   28.0   23.8    0.00    0.00    0.00
 2003 314    82    79   1084   19.10    0.09   11.12    4.04    1.67    0.26    3.9    8.1   28.2   22.7    0.00    0.00    0.00
 2003 315    83    80   1191   19.42    0.11   10.99    3.91    2.11    0.33    4.0    8.5   31.4   25.2    0.00    0.00    0.00
 2003 316    84    81   1252   10.65    0.08    6.25    2.23    0.75    0.21    4.1    8.8   19.3   17.1    0.00    0.00    0.00
 2003 317    85    82   1345   15.79    0.07    9.37    3.35    0.82    0.36    4.2    9.2   18.4   15.4    0.00    0.00    0.00
 2003 318    86    83   1458   19.08    0.08   11.20    4.10    1.00    0.47    4.4    9.7   20.7   15.5    0.00    0.00    0.00
 2003 319    87    84   1596   24.36    0.14   13.82    5.04    1.93    0.67    4.6   10.2   26.8   20.5    0.00    0.00    0.00
 2003 320    88    85   1652   11.09    0.15    5.97    2.28    1.15    0.32    4.7   10.4   21.3   19.8    0.00    0.00    0.00
 2003 321    89    86   1752   18.67    0.18   11.03    3.47    1.78    0.67    4.9   10.8   25.2   21.5    0.00    0.00    0.00
 2003 322    90    87   1818   11.45    0.12    6.95    2.09    0.83    0.45    5.0   11.1   17.4   15.7    0.00    0.00    0.00
 2003 323    91    88   1977   27.03    0.18   15.83    5.25    2.00    1.13    5.2   11.8   23.9   19.7    0.00    0.00    0.00
 2003 324    92    89   2113   22.70    0.15   13.37    4.51    1.27    1.02    5.4   12.4   19.0   15.7    0.00    0.00    0.00
 2003 325    93    90   2284   28.91    0.20   16.55    5.89    1.94    1.35    5.7   13.0   23.5   17.8    0.00    0.00    0.00
 2003 326    94    91   2459   31.54    0.34   17.35    6.07    3.58    1.51    5.9   13.6   30.7   24.4    0.00    0.00    0.00
 2003 327    95    92   2627   31.36    0.43   17.65    5.82    4.24    1.60    6.1   14.1   32.1   26.7    0.00    0.00    0.00
 2003 328    96    93   2690   12.27    0.27    6.39    2.65    1.29    0.54    6.1   14.2   18.9   17.4    0.00    0.00    0.00
 2003 329    97    94   2900   32.88    0.00   17.03    4.42    2.88    5.65    7.3   17.4   25.7   20.6    0.00    0.00    0.00
 2003 330    98    95   3042   25.39    0.59   15.30    4.30    3.28    1.51    7.4   17.6   27.9   23.8    0.00    0.00    0.00
 2003 331    99    96   3266   35.08    0.00   15.49    3.61    3.86    8.81    9.0   22.1   27.6   23.4    0.00    0.00    0.00
 2003 332   100    97   3405   24.51    0.70   14.85    3.91    2.82    1.53    9.1   22.1   25.8   21.2    0.00    0.00    0.00
 2003 333   101    98   3637   36.25    0.00   15.94    4.04    3.69    9.11   10.6   25.9   27.1   21.6    0.00    0.00    0.00
 2003 334   102    99   3731   18.42    0.79   10.81    3.44    2.22    0.99   10.5   25.7   21.4   19.4    0.00    0.00    0.00
 2003 335   103   100   3954   35.46    0.00   15.82    4.19    3.57    8.37   11.7   28.8   24.8   21.2    0.00    0.00    0.00
 2003 336   104   101   4131   31.36    0.96   18.35    5.94    3.05    2.05   11.7   28.6   24.0   19.5    0.00    0.00    0.00
 2003 337   105   102   4323   33.40    0.00   17.70    5.03    3.93    3.49   12.0   29.3   27.0   21.9    0.00    0.00    0.00
 2003 338   106   103   4444   24.97    1.31   14.16    4.50    3.64    1.46   12.0   29.0   26.3   22.4    0.00    0.00    0.00
 2003 339   107   104   4659   36.24    0.00   19.39    5.75    3.34    3.85   12.3   29.7   23.3   19.1    0.00    0.00    0.00
 2003 340   108   105   4860   34.77    0.96   20.21    6.61    2.99    2.44   12.3   29.6   23.2   17.4    0.00    0.00    0.00
 2003 341   109   106   5012   30.23    1.27   16.55    5.79    3.62    1.87   12.3   29.4   25.3   20.3    0.00    0.00    0.00
 2003 342   110   107   5115   21.60    1.12   12.19    4.08    2.74    1.02   12.2   29.2   22.5   18.5    0.00    0.00    0.00
 2003 343   111   108   5279   30.87    0.96   16.85    6.25    2.69    1.98   12.2   29.1   20.6   16.7    0.00    0.00    0.00
 2003 344   112   109   5477   36.88    1.20   20.31    7.08    3.81    2.58   12.2   29.0   25.3   18.9    0.00    0.00    0.00
 2003 345   113   110   5623   29.71    1.29   16.10    5.72    3.62    1.82   12.2   28.8   24.8   19.4    0.00    0.00    0.00
 2003 346   114   111   5785   31.24    1.11   17.36    5.97    2.99    2.25   12.2   28.8   22.0   16.9    0.00    0.00    0.00
 2003 347   115   112   5908   29.97    1.44   17.08    5.55    3.63    1.93   12.2   28.7   23.2   19.3    6.18   19.10   33.77
 2003 348   116   113   6055   36.23    1.76   19.37    6.86    4.84    2.50   12.2   28.5   25.9   21.7    6.21   20.16   32.52
 2003 349   117   114   6124   18.35    1.33   10.43    3.52    3.22    0.32   12.1   28.3   22.8   19.5    6.19   19.54   33.27
 2003 350   118   115   6227   29.34    1.24   15.49    6.11    2.76    1.72   12.1   28.2   19.8   16.1    6.25   18.33   34.09
 2003 351   119   116   6377   33.34    1.42   18.28    6.48    3.35    2.56   12.1   28.2   22.2   17.2    6.26   17.98   34.40
 2003 352   120   117   6532   38.01    1.71   20.15    7.46    4.27    2.88   12.1   28.1   24.7   19.1    6.24   18.28   34.24
 2003 353   121   118   6594   31.74    2.22   16.68    6.10    5.38    1.73   12.1   27.9   27.5   22.9    6.25   18.96   33.49
 2003 354   122   119   6623   21.15    2.11   11.79    4.42    4.18    0.08   11.9   27.5   24.2   21.5    6.23   19.32   33.21
 2003 355   123   120   6738   36.89    2.36   18.02    7.55    6.22    2.09   11.8   27.2   28.3   24.0    6.27   19.63   32.69
 2003 356   124   121   6830   24.02    1.79   13.14    5.08    3.40    0.55   11.7   26.9   22.2   18.2    6.26   19.34   33.05
 2003 357   125   122   6919   32.90    1.73   16.46    7.20    3.59    1.83   11.7   26.8   22.2   17.5    6.26   19.05   33.35
 2003 358   126   123   7028   32.18    2.01   17.36    6.56    4.27    1.78   11.7   26.7   24.1   19.5    6.24   19.07   33.41
 2003 359   127   124   7142   38.63    2.49   19.32    7.76    6.30    2.30   11.6   26.5   27.9   23.4    6.26   19.31   33.10
 2003 360   128   125   7264   35.95    2.49   18.18    7.39    6.00    1.85   11.5   26.2   27.8   22.9    6.26   19.48   32.90
 2003 361   129   126   7235   17.77    2.28   10.06    3.46    4.69    0.07   11.4   25.8   25.6   22.5    6.26   19.61   32.77
 2003 362   130   127   7257   26.18    2.11   13.33    6.33    3.90    0.01   11.2   25.3   21.7   19.2    6.25   19.53   32.92
 2003 363   131   128   7341   31.48    1.86   16.06    7.20    3.56    1.40   11.2   25.2   22.1   17.0    6.25   19.26   33.17
 2003 364   132   129   7455   36.08    2.22   18.38    7.89    4.98    1.81   11.1   25.0   26.1   20.0    6.24   19.28   33.20
 2003 365   133   130   7525   32.25    2.10   16.71    7.61    4.01    0.95   11.0   24.7   21.7   18.4    6.24   19.19   33.32
 2004 001   134   131   7633   34.98    2.09   17.55    7.98    4.38    1.64   11.0   24.5   24.9   18.2    6.24   19.10   33.42
 2004 002   135   132   7745   36.73    2.22   18.49    8.40    4.75    1.68   10.9   24.3   25.1   19.0    6.23   19.08   33.47
 2004 003   136   133   7855   37.57    2.54   18.46    8.40    6.03    1.43   10.8   24.0   27.6   21.9    6.23   19.19   33.36
 2004 004   137   134   7867   32.26    2.76   16.01    7.12    6.69    0.60   10.6   23.5   29.0   24.0    6.24   19.32   33.16
 2004 005   138   135   7914   33.41    2.91   15.81    7.35    7.97    0.44   10.4   23.0   30.9   26.4    6.28   19.43   32.85
 2004 006   139   136   7948   34.99    2.80   16.27    7.68    8.07    0.64   10.3   22.5   31.6   26.2    6.30   19.52   32.59
 2004 007   140   137   7971   29.05    2.77   14.16    6.43    7.46    0.00   10.0   21.9   30.9   25.9    6.32   19.61   32.38
 2004 008   141   138   8034   35.22    2.73   16.63    8.08    7.62    0.31    9.8   21.3   29.4   25.5    6.34   19.69   32.20
 2004 009   142   139   8094   33.49    2.71   16.11    7.66    7.71    0.07    9.6   20.7   29.7   25.8    6.35   19.76   32.03
 2004 010   143   140   8089   31.14    2.65   15.13    7.12    7.49    0.00    9.4   20.1   29.5   25.7    6.37   19.82   31.89
 2004 011   144   141   8133   34.00    2.45   16.56    8.29    6.52    0.00    9.2   19.6   26.0   23.5    6.36   19.88   31.85
 2004 012   145   142   8183   27.63    2.33   13.81    6.67    5.86    0.00    9.0   19.0   26.1   22.8    6.36   19.92   31.85
 2004 013   146   143   8229   30.64    2.25   15.14    7.56    5.92    0.00    8.8   18.4   26.2   22.4    6.35   19.96   31.87
 2004 014   147   144   8286   33.56    2.25   16.32    8.25    6.58    0.00    8.6   17.9   27.6   23.3    6.35   20.00   31.84
 2004 015   148   145   8329   29.15    2.06   14.55    7.31    5.42    0.00    8.4   17.4   25.2   21.4    6.33   20.01   31.90
 2004 016   149   146   8409   32.46    1.93   16.13    8.36    5.22    0.00    8.2   16.9   25.1   20.3    6.32   19.98   32.00
 2004 017   150   147   8429   20.69    1.87   10.49    5.00    5.44    0.05    8.1   16.4   26.8   22.3    6.33   19.98   31.96
 2004 018   151   148   8421   19.68    1.93   10.19    4.57    5.61    0.03    7.9   15.9   26.1   23.0    6.33   20.00   31.92
 2004 019   152   149   8452   20.95    1.64   10.87    5.23    4.81    0.06    7.7   15.5   22.9   21.0    6.34   19.97   31.93
 2004 020   153   150   8490   23.44    1.70   11.50    5.70    6.00    0.06    7.6   15.0   27.0   23.2    6.35   19.98   31.85
 2004 021   154   151   8532   29.35    1.88   13.80    7.38    6.72    0.00    7.4   14.5   27.7   23.9    6.35   20.01   31.80
 2004 022   155   152   8591   28.52    1.58   13.14    7.20    7.04    0.08    7.2   14.0   28.5   24.7    6.37   20.01   31.68
 2004 023   156   153   8647   26.95    1.44   12.43    6.71    6.58    0.10    7.1   13.6   27.7   24.1    6.39   20.00   31.58
 2004 024   157   154   8708   27.73    1.36   12.50    6.97    6.81    0.11    7.0   13.3   28.8   24.5    6.41   19.99   31.47
 2004 025   158   155   8779   27.88    1.27   12.84    7.28    6.03    0.10    6.8   12.9   27.8   22.8    6.41   19.98   31.43
 2004 026   159   156   8846   27.70    1.24   12.55    7.19    6.22    0.09    6.7   12.5   29.5   23.0    6.42   19.98   31.39
 2004 027   160   157   8916   27.27    1.14   12.29    7.14    5.91    0.11    6.6   12.2   28.4   22.6    6.43   19.97   31.35
 2004 028   161   158   8950   19.00    1.38    8.88    4.38    5.68    0.04    6.4   11.8   28.0   23.7    6.43   19.97   31.33
 2004 029   162   159   9023   25.87    0.14   11.26    3.83    7.34    0.43    6.5   11.9   31.2   26.2    6.33   20.21   31.72
 2004 030   163   160   8771   24.91    0.00   10.17    3.23    7.89    0.79    6.7   11.7   33.6   27.3    6.24   20.43   32.06
 2004 031   164   161   8532   15.43    1.41    6.45    2.47    6.87    0.00    6.3   10.8   32.6   27.7    6.23   20.48   32.09
 2004 032   165   162   8360   15.77    1.17    6.94    2.39    5.69    0.00    6.0   10.0   28.9   25.6    6.19   20.57   32.25
 2004 033   166   163   8218   12.24    0.96    5.33    2.15    4.61    0.00    5.7    9.2   27.5   23.6    6.18   20.60   32.29
 2004 034   167   164   8076    4.83    0.79    1.84    0.53    3.32    0.00    5.5    8.6   22.5   21.4    6.18   20.60   32.29
 2004 035   168   165   7967    7.50    0.76    2.86    0.87    4.49    0.00    5.2    8.0   28.7   24.8    6.18   20.59   32.28
 2004 036   169   166   7881    6.64    0.65    2.62    0.81    3.81    0.00    5.0    7.5   26.1   23.2    6.18   20.59   32.28
 2004 037   170   167   7809    5.16    0.56    2.02    0.58    3.20    0.00    4.7    7.1   25.4   21.3    6.18   20.59   32.28
 2004 038   171   168   7745    3.75    0.51    0.93    0.27    3.09    0.00    4.5    6.7   25.9   21.3    6.18   20.59   32.28
 2004 039   172   169   7689    3.13    0.48    0.29    0.08    3.24    0.00    4.3    6.3   26.5   22.2    6.18   20.59   32.28
 2004 040   173   170   7639    2.38    0.44    0.00    0.00    3.26    0.00    4.0    6.0   27.3   22.5    6.18   20.59   32.28
 2004 041   174   171   7596    1.98    0.42    0.00    0.00    3.49    0.00    3.8    5.6   28.2   23.6    6.18   20.59   32.28

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 23, 2016; 20:22:29

*RUN   6        : UYSB                    
 MODEL          : CRGRO040 - Soybean         
 EXPERIMENT     : UYSB0398 SB    late to create DSS                             
 TREATMENT  1   : UYSB                    
